,original_title,budget,genres,id,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,profit,ret_rate,rev_rate,log_rev_rate,log_budget,log_revenue,Profitable,all_keywords,lang_en
2376,Original Sin,42000000,"['Drama', 'Thriller', 'Mystery', 'Romance']",2057,"['women', 'sex', 'cuba', 'eroticism', 'lover (female)', 'passion', 'coffee grower', 'sin', 'denunciation']",en,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",14.831401999999999,['Metro-Goldwyn-Mayer (MGM)'],"['France', 'United States of America']",2001-08-03,35402320,118.0,"['English', 'Deutsch', '\\u65e5\\u672c\\u8a9e', 'Latin', 'Espa\\u00f1ol']",This is not a love story - it's a story about love.,Original Sin,5.8,198,Color,Michael Cristofer,93.0,118.0,49.0,155.0,Gregory Itzin,11000.0,Angelina Jolie Pitt,44913,11662,Jack Thompson,1.0,"['delaware', 'erotica', 'money', 'pursuit', 'sex scene']",http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1,181.0,English,France,R,2001.0,216.0,6.0,2.35,3000,-6597680,-0.15708761904761906,0.842912380952381,-0.1708922635679129,17.553180176247643,17.38228791267973,False,"['eroticism', 'sex scene', 'lover (female)', 'cuba', 'money', 'delaware', 'sex', 'denunciation', 'passion', 'pursuit', 'coffee grower', 'erotica', 'sin', 'women']",True
2377,Orphan,20000000,"['Horror', 'Thriller', 'Mystery']",21208,"['nun', 'deaf-mute', 'orphan', 'all girl', 'troubled marriage', 'aftercreditsstinger', 'duringcreditsstinger']",en,"A married couple with a rocky past adopt 9-year old, Esther to fill the void created by a recently-stillborn baby. However, Esther is not quite who she seems.",29.295801,"['Dark Castle Entertainment', 'Studio Babelsberg StudioBabelsberg Motion Pictures', 'Don Carmody Productions', 'Studio Canal']","['Canada', 'France', 'Germany', 'United States of America']",2009-07-24,41596251,123.0,"['English', 'Eesti', 'Fran\\u00e7ais']",Can you keep a secret?,Orphan,6.7,1261,Color,Jaume Collet-Serra,265.0,123.0,174.0,602.0,CCH Pounder,87000.0,Jimmy Bennett,141663,88953,Aryana Engineer,1.0,"['alcoholism', 'girl', 'little girl', 'orphan', 'troubled marriage']",http://www.imdb.com/title/tt1148204/?ref_=fn_tt_tt_1,383.0,English,USA,R,2009.0,1000.0,7.0,1.85,20000,21596251,1.07981255,2.07981255,0.7322777694598505,16.811242831518264,17.543520600978116,True,"['troubled marriage', 'aftercreditsstinger', 'orphan', 'duringcreditsstinger', 'nun', 'little girl', 'all girl', 'girl', 'deaf-mute', 'alcoholism']",True
2380,Osmosis Jones,75000000,"['Adventure', 'Animation', 'Action', 'Comedy', 'Family']",12610,"['cold', 'flu', 'lethal virus', 'construction worker']",en,"A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",10.54544,"['Conundrum Entertainment', 'Warner Bros. Animation', 'Warner Bros.']",['United States of America'],2001-08-07,13596911,95.0,['English'],Every BODY needs a hero,Osmosis Jones,5.9,228,Color,Bobby Farrelly,81.0,95.0,101.0,443.0,Brandy Norwood,2000.0,Ron Howard,25572,3734,David Hyde Pierce,0.0,"['blood', 'body', 'egg', 'virus', 'white blood cell']",http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,123.0,English,USA,PG,2001.0,509.0,6.2,2.35,2000,-61403089,-0.8187078533333333,0.18129214666666665,-1.7076454789457047,18.132998671500584,16.42535319255488,False,"['body', 'flu', 'lethal virus', 'virus', 'construction worker', 'blood', 'cold', 'egg', 'white blood cell']",True
2381,Ouija,5000000,['Horror'],242512,"['death of a friend', 'swimming pool', 'ouija', 'ouija board', 'teenager', 'based on board game', 'ghost', 'spiritualism', 'supernatural horror']",en,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,56.30466,"['Universal Pictures', 'Dentsu Inc.', 'Platinum Dunes', 'Media Rights Capital', 'Blumhouse Productions', 'Fuji Television Network', 'Hasbro Studios', '5150 Action', 'White Noise Factory']","['Japan', 'United States of America']",2014-10-24,103590271,89.0,['English'],Keep telling yourself it's just a game,Ouija,4.9,983,Color,Stiles White,183.0,89.0,10.0,704.0,Shelley Hennig,852.0,Lin Shaye,31915,5056,Daren Kagasoff,0.0,"['death of girlfriend', 'funeral', 'ghost', 'ouija', 'spirit']",http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,159.0,English,USA,PG-13,2014.0,707.0,4.4,2.35,18000,98590271,19.7180542,20.7180542,3.031005503715122,15.424948470398375,18.455953974113495,True,"['ghost', 'based on board game', 'swimming pool', 'death of a friend', 'funeral', 'teenager', 'death of girlfriend', 'ouija board', 'supernatural horror', 'spiritualism', 'spirit', 'ouija']",True
2382,Our Brand Is Crisis,28000000,"['Comedy', 'Drama']",10317,"['bolivia', 'woman', 'political campaign', 'south america', 'year 2002']",en,"A feature film based on the documentary ""Our Brand Is Crisis"", which focuses on the use of American political campaign strategies in South America.",12.921594,"['Participant Media', 'Smokehouse Pictures']",['United States of America'],2015-09-11,7002261,108.0,['English'],May the best campaign win.,Our Brand Is Crisis,5.8,195,Color,David Gordon Green,125.0,107.0,234.0,660.0,Zoe Kazan,1000.0,Dominic Flores,11476,3944,Scoot McNairy,2.0,"['bolivia', 'box office flop', 'inspired by documentary', 'presidential campaign', 'year 2002']",http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,50.0,English,USA,R,2015.0,962.0,6.1,1.85,0,-20997739,-0.74991925,0.25008075,-1.3859714132731604,17.14771506813948,15.761743654866317,False,"['woman', 'inspired by documentary', 'political campaign', 'south america', 'presidential campaign', 'box office flop', 'year 2002', 'bolivia']",True
2383,Our Family Wedding,14000000,['Comedy'],34563,"['interracial marriage', 'wedding', 'duringcreditsstinger']",en,"The weeks leading up to a young couple's wedding is comic and stressful, especially as their respective fathers try to lay to rest their feud.",6.733485000000001,"['Fox Searchlight Pictures', 'Dune Entertainment', 'Sneak Preview Entertainment', 'Pointe Studios']",['United States of America'],2010-03-12,21409028,103.0,['English'],To have and to hold... 'Til dads do us part.,Our Family Wedding,5.7,39,Color,Rick Famuyiwa,71.0,103.0,44.0,625.0,Lance Gross,953.0,America Ferrera,5721,3299,Lupe Ontiveros,2.0,"['california', 'love', 'marriage', 'wedding', 'wedding dress']",http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,20.0,English,USA,PG-13,2010.0,849.0,4.9,2.35,1000,7409028,0.5292162857142857,1.5292162857142857,0.42475537260965135,16.454567887579532,16.879323260189185,True,"['love', 'wedding dress', 'duringcreditsstinger', 'interracial marriage', 'marriage', 'wedding', 'california']",True
2384,Our Idiot Brother,10000000,"['Comedy', 'Drama']",59968,"['brother sister relationship', 'sister sister relationship', 'family clan', 'idealist', 'duringcreditsstinger']",en,"Everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother Ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all.",15.688439,"['The Weinstein Company', 'Likely Story', 'Big Beach Films', 'Yuk Films']",['United States of America'],2011-08-26,17273593,90.0,['English'],Everybody has one,Our Idiot Brother,5.9,365,Color,Jesse Peretz,179.0,90.0,37.0,1000.0,Adam Scott,11000.0,Zooey Deschanel,74875,15710,Steve Coogan,1.0,"['art model', 'farmer', 'jail', 'nude model', 'three sisters']",http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,115.0,English,USA,R,2011.0,3000.0,6.4,1.85,11000,7273593,0.7273593,1.7273593,0.5465938261646835,16.11809565095832,16.664689477123,True,"['sister sister relationship', 'nude model', 'duringcreditsstinger', 'brother sister relationship', 'jail', 'farmer', 'idealist', 'three sisters', 'family clan', 'art model']",True
2386,Out Cold,24000000,['Comedy'],14369,"['manager', 'alcohol', 'races', 'mountains', 'gondola', 'snowboarding', 'airplane', 'father', 'sport', 'prank', 'alaska', 'male female relationship', 'drug humor', 'hot tub', 'ski resort']",en,"Animal House meets Casablanca in this outrageous snowboarding comedy. Rick Rambis and his friends are having the time of their lives on Bull Mountain until the legendary Papa Muntz' son decides to sell the mountain to sleazy land developer John Majors, having the staff fired and turning Bull Mountain into 'Yuppieville'.",4.12064,"['Spyglass Entertainment', ""Donners' Company"", 'Epsilon Motion Pictures', 'Touchstone Pictures']",['United States of America'],2001-11-21,14782676,89.0,['English'],"They haven't quite figured it all out, but they're getting a little warmer.",Out Cold,5.8,53,Color,Brendan Malloy,37.0,89.0,2.0,651.0,Jason London,799.0,Lee Majors,14656,4291,Thomas Lennon,0.0,"['alaska', 'mountain', 'ski resort', 'snowboard', 'snowboarding']",http://www.imdb.com/title/tt0253798/?ref_=fn_tt_tt_1,90.0,English,USA,PG-13,2001.0,711.0,6.3,1.85,0,-9217324,-0.38405516666666667,0.6159448333333334,-0.48459787573607627,16.99356438831222,16.508966512576144,False,"['ski resort', 'mountain', 'alcohol', 'mountains', 'gondola', 'father', 'manager', 'male female relationship', 'alaska', 'hot tub', 'drug humor', 'snowboard', 'races', 'snowboarding', 'airplane', 'sport', 'prank']",True
2387,Out of Africa,31000000,['Drama'],606,"['dancing', 'train station', 'denmark', 'fire', 'cemetery', 'compass', 'lion', 'picnic', 'fireworks', 'grave', 'passion', 'farm worker', 'plantation', 'kenia', 'coffee plantation', 'safari', 'banker', 'airplane', 'wedding night', 'adventure', 'aggression by animal', 'friendship', 'syphillis']",en,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",13.864975,"['Universal Pictures', 'Mirage Entertainment']",['United States of America'],1985-12-20,128499205,161.0,"['English', 'Kiswahili']",Based on a true story.,Out of Africa,7.0,279,Color,Sydney Pollack,66.0,161.0,521.0,184.0,Michael Gough,11000.0,Meryl Streep,52339,12518,Michael Kitchen,0.0,"['africa', 'hunter', 'love', 'marriage', 'plantation']",http://www.imdb.com/title/tt0089755/?ref_=fn_tt_tt_1,200.0,English,USA,PG,1985.0,920.0,7.2,1.85,0,97499205,3.1451356451612904,4.14513564516129,1.4219355130605622,17.24949776244942,18.671433275509983,True,"['love', 'africa', 'wedding night', 'lion', 'picnic', 'airplane', 'dancing', 'kenia', 'cemetery', 'farm worker', 'plantation', 'passion', 'aggression by animal', 'syphillis', 'fire', 'fireworks', 'hunter', 'adventure', 'safari', 'compass', 'grave', 'denmark', 'coffee plantation', 'train station', 'marriage', 'banker', 'friendship']",True
2388,Out of Sight,48000000,"['Romance', 'Comedy', 'Crime']",1389,"['journalist', 'bedroom', 'purse', 'trunk', 'elmore leonard']",en,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law. Variety hails Out of Sight as ""a sly, sexy, vastly entertaining film.""",16.000178,"['Universal Pictures', 'Jersey Films']",['United States of America'],1998-06-26,77745568,123.0,['English'],Opposites attract.,Out of Sight,6.5,333,Color,Steven Soderbergh,158.0,123.0,0.0,23.0,Albert Brooks,3000.0,Don Cheadle,71708,3768,Keith Hudson,1.0,"['heist', 'neo noir', 'one last job', 'opposites attract', 'u.s. marshal']",http://www.imdb.com/title/tt0120780/?ref_=fn_tt_tt_1,307.0,English,USA,R,1998.0,745.0,7.0,1.85,0,29745568,0.6196993333333334,1.6196993333333334,0.4822405353112735,17.686711568872166,18.16895210418344,True,"['one last job', 'heist', 'trunk', 'purse', 'opposites attract', 'neo noir', 'u.s. marshal', 'journalist', 'bedroom', 'elmore leonard']",True
2389,Out of Time,50000000,"['Thriller', 'Crime', 'Drama']",2116,"['miami', 'florida', 'double murder', 'divorce']",en,"Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.",14.993459,"['Original Film', 'Monarch Pictures', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],2003-10-03,55495563,105.0,['English'],The Clock Is Ticking...,Out of Time,6.1,298,Color,Carl Franklin,124.0,114.0,73.0,323.0,Sanaa Lathan,18000.0,Denzel Washington,45895,19739,John Billingsley,3.0,"['cancer', 'florida', 'insurance', 'life insurance policy', 'small town']",http://www.imdb.com/title/tt0313443/?ref_=fn_tt_tt_1,157.0,English,USA,R,2003.0,886.0,6.5,2.35,1000,5495563,0.10991126,1.10991126,0.10428006618244941,17.72753356339242,17.83181362957487,True,"['cancer', 'miami', 'double murder', 'florida', 'small town', 'life insurance policy', 'divorce', 'insurance']",True
2395,Out of the Furnace,22000000,"['Thriller', 'Drama', 'Crime']",164457,"['prison', 'brother brother relationship', 'drug dealer', 'brother', 'revenge', 'drug use', 'car accident', 'justice', 'family', 'bare knuckle fighting', 'rust belt', 'neo-noir', 'manslaughter', 'social decay', 'ptsd']",en,"Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.",29.230297999999998,"['Appian Way', 'Scott Free Productions', 'Relativity Media', 'Energy Entertainment', 'Red Granite Pictures']",['United States of America'],2013-12-06,15400000,116.0,['English'],Sometimes your battles choose you.,Out of the Furnace,6.5,720,Color,Scott Cooper,288.0,116.0,108.0,120.0,Sam Shepard,23000.0,Christian Bale,83171,24134,Dendrie Taylor,0.0,"['ambiguous ending', 'brother brother relationship', 'drug dealer', 'fight club', 'revenge']",http://www.imdb.com/title/tt1206543/?ref_=fn_tt_tt_1,231.0,English,USA,R,2013.0,820.0,6.8,2.35,17000,-6600000,-0.3,0.7,-0.35667494393873245,16.90655301132259,16.549878067383858,False,"['ambiguous ending', 'brother brother relationship', 'family', 'fight club', 'neo-noir', 'drug use', 'rust belt', 'revenge', 'brother', 'justice', 'prison', 'car accident', 'bare knuckle fighting', 'social decay', 'ptsd', 'drug dealer', 'manslaughter']",True
2396,Outbreak,50000000,"['Action', 'Drama', 'Science Fiction', 'Thriller']",6950,"['river', 'general', 'research', 'army', 'serum', 'monkey', 'epidemic', 'medical research']",en,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",30.397496000000004,"['Kopelson Entertainment', 'Punch Productions', 'Warner Bros.', 'Arnold Kopelson Productions']",['United States of America'],1995-03-10,189859560,127.0,"['English', '\\ud55c\\uad6d\\uc5b4/\\uc870\\uc120\\ub9d0', 'Fran\\u00e7ais']",This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,Outbreak,6.3,513,Color,Wolfgang Petersen,64.0,127.0,249.0,808.0,Morgan Freeman,18000.0,Kevin Spacey,91176,30383,Rene Russo,3.0,"['disease', 'epidemic', 'monkey', 'quarantine', 'virus']",http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1,130.0,English,USA,R,1995.0,11000.0,6.6,1.85,0,139859560,2.7971912,3.7971912,1.3342616355257177,17.72753356339242,19.061795198918137,True,"['medical research', 'monkey', 'army', 'quarantine', 'disease', 'epidemic', 'general', 'virus', 'serum', 'river', 'research']",True
2398,Outside Providence,7000000,"['Romance', 'Comedy', 'Drama']",14578,"['suicide', 'sex', 'sexuality', 'college', 'police', 'campus', 'party', 'love', 'revenge', 'prank', 'independent film', 'student', 'teenager', 'drug', 'humiliation', 'flashback', 'accident']",en,"In this coming-of-age comedy, Tim Dunphy is leading a go-nowhere existence, spending his days smoking pot and hanging out with his best friend, Drugs Delaney. But Tim's lazy days of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a Connecticut prep school. The one saving grace of the new school is Jane, a fellow student Tim falls for immediately.",2.627232,"['Miramax Films', 'Eagle Beach Productions']",['United States of America'],1999-08-16,7292175,96.0,['English'],Tim's getting a future... whether he likes it or not!,Outside Providence,5.6,30,Color,Michael Corrente,72.0,96.0,30.0,407.0,George Wendt,761.0,Jonathan Brandis,7736,2018,Shawn Hatosy,3.0,"['class', 'cornwall connecticut', 'dog', 'friend', 'pawtucket rhode island']",http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,100.0,English,USA,R,1999.0,412.0,6.4,1.85,0,292175,0.041739285714285715,1.0417392857142858,0.04089170637604157,15.761420707019587,15.80231241339563,True,"['love', 'humiliation', 'cornwall connecticut', 'sex', 'college', 'flashback', 'campus', 'prank', 'suicide', 'police', 'pawtucket rhode island', 'teenager', 'party', 'friend', 'revenge', 'student', 'class', 'accident', 'independent film', 'dog', 'drug', 'sexuality']",True
2400,Over the Hedge,80000000,"['Comedy', 'Animation', 'Family']",7518,"['squirrel', 'eating and drinking', 'vororte', 'garden', 'grizzly bear', 'entrapment', 'suburbian idyll', 'garbage', 'forest', 'turtle', 'hiding in a garbage container', 'skunk', 'racoon', 'animal']",en,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating – and learns a lesson about family himself.",36.32705,"['Pacific Data Images (PDI)', 'DreamWorks Animation']",['United States of America'],2006-04-22,343397247,83.0,['English'],Taking back the neighborhood... One snack at a time.,Over the Hedge,6.3,1074,Color,Tim Johnson,166.0,83.0,12.0,925.0,Steve Carell,13000.0,Bruce Willis,127345,22813,Catherine O'Hara,1.0,"['bear', 'food', 'forest', 'raccoon', 'turtle']",http://www.imdb.com/title/tt0327084/?ref_=fn_tt_tt_1,250.0,English,USA,PG,2006.0,7000.0,6.8,1.85,0,263397247,3.2924655875,4.2924655875,1.4568612968674337,18.197537192638155,19.65439848950559,True,"['turtle', 'racoon', 'squirrel', 'garbage', 'food', 'hiding in a garbage container', 'entrapment', 'bear', 'eating and drinking', 'vororte', 'forest', 'animal', 'raccoon', 'suburbian idyll', 'skunk', 'grizzly bear', 'garden']",True
2402,P.S. I Love You,30000000,"['Drama', 'Romance']",6023,"['job-hopping', 'irland', 'shoe seller', 'letter', 'dying and death', 'loss of husband']",en,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,29.489273999999998,"['Wendy Finerman Productions', 'Alcon Entertainment', 'Grosvenor Park Productions']",['United States of America'],2007-11-15,156835339,126.0,['English'],"His life ended. Now, a new one will begin.",P.S. I Love You,6.9,977,Color,Richard LaGravenese,131.0,126.0,98.0,37.0,Harry Connick Jr.,18000.0,Gerard Butler,167967,18726,Nellie McKay,1.0,"['birthday', 'friendship', 'hairy chest', 'letter', 'widow']",http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,243.0,English,USA,PG-13,2007.0,631.0,7.1,1.85,20000,126835339,4.2278446333333335,5.2278446333333335,1.653999077136245,17.216707939626428,18.870707016762676,True,"['irland', 'shoe seller', 'job-hopping', 'loss of husband', 'hairy chest', 'birthday', 'letter', 'friendship', 'dying and death', 'widow']",True
2403,PCU,9000000,['Comedy'],14425,"['mascot', 'beer keg', 'political correctness', 'ultimate frisbee', 'funky music', 'fund raiser', 'stage diving']",en,"Nervous high school senior Tom Lawrence visits Port Chester University, where he gets a taste of politically correct college life when he's guided by fraternity wild man Droz and his housemates at The Pit. But Droz and his pals have rivals in nasty preppy Rand McPherson and the school's steely president. With their house threatened with expulsion, Droz and company decide to throw a raging party where the various factions will collide.",8.738737,['Paul Schiff Productions'],['United States of America'],1994-04-29,4350774,79.0,['English'],Flunk 'em if they can't take a joke.,PCU,6.0,41,Color,Hart Bochner,15.0,79.0,157.0,219.0,Matt Ross,4000.0,Jon Favreau,10476,4908,Chris Young,3.0,"['college', 'high school senior', 'meat', 'protest', 'university']",http://www.imdb.com/title/tt0110759/?ref_=fn_tt_tt_1,52.0,English,USA,PG-13,1994.0,248.0,6.5,1.85,0,-4649226,-0.5165806666666667,0.4834193333333333,-0.7268708170289929,16.012735135300492,15.2858643182715,False,"['fund raiser', 'ultimate frisbee', 'meat', 'high school senior', 'beer keg', 'university', 'funky music', 'political correctness', 'protest', 'college', 'stage diving', 'mascot']",True
2405,Pacific Rim,180000000,"['Action', 'Science Fiction', 'Adventure']",68726,"['dystopia', 'giant robot', 'giant monster', 'apocalypse', 'imax', 'duringcreditsstinger', '3d']",en,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",56.523205000000004,"['Legendary Pictures', 'Warner Bros.', 'Disney Double Dare You (DDY)', 'Indochina Productions']","['United States of America', 'Canada']",2013-07-11,407602906,131.0,['English'],"To Fight Monsters, We Created Monsters",Pacific Rim,6.7,4794,Color,Guillermo del Toro,575.0,131.0,0.0,919.0,Clifton Collins Jr.,16000.0,Charlie Hunnam,381148,19166,Larry Joe Campbell,0.0,"['giant monster', 'kaiju', 'pilot', 'portal', 'robot']",http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1,1106.0,English,USA,PG-13,2013.0,968.0,7.0,1.85,83000,227602906,1.264460588888889,2.264460588888889,0.8173365799717078,19.008467408854486,19.82580398882619,True,"['dystopia', 'robot', 'duringcreditsstinger', 'giant monster', 'kaiju', 'portal', 'imax', '3d', 'apocalypse', 'giant robot', 'pilot']",True
2406,Paddington,55000000,"['Family', 'Comedy']",116149,"['england', 'train station', 'based on novel', 'bear', 'anthropomorphism', 'talking to animals', ""children's book""]",en,"A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist...",39.882276,"['The Weinstein Company', 'StudioCanal', 'TF1 Films Production', 'Canal+', 'Heyday Films', 'Cin\\u00e9+', 'Anton Capital Entertainment (ACE)', 'TF1', 'Amazon Prime Instant Video']",['United Kingdom'],2014-11-27,259207227,95.0,['English'],The Adventure Begins,Paddington,7.0,883,Color,Paul King,224.0,95.0,17.0,594.0,Matt Lucas,838.0,Julie Walters,49207,3697,Sally Hawkins,0.0,"['bear', 'ear wax cleaning', 'fake newsreel', 'paddington station london', 'taxidermist']",http://www.imdb.com/title/tt1109624/?ref_=fn_tt_tt_1,174.0,English,UK,PG,2014.0,722.0,7.2,2.35,30000,204207227,3.7128586727272728,4.712858672727273,1.550294660801399,17.822843743196746,19.373138403998144,True,"['talking to animals', 'england', 'taxidermist', 'anthropomorphism', 'bear', 'train station', 'based on novel', ""children's book"", 'paddington station london', 'ear wax cleaning', 'fake newsreel']",True
2407,Pain & Gain,25000000,"['Thriller', 'Crime', 'Action']",134374,"['miami', 'scam', 'crime', 'weight lifting', 'weightlifting', 'duringcreditsstinger']",en,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",31.893932,"['Paramount Pictures', 'De Line Pictures']",['United States of America'],2013-04-18,86175291,130.0,['English'],Their American dream is bigger than yours.,Pain & Gain,6.1,1573,Color,Michael Bay,335.0,129.0,0.0,385.0,Larry Hankin,12000.0,Dwayne Johnson,161168,13573,Michael Rispoli,4.0,"['american dream', 'bodybuilder', 'money', 'punch into the camera', 'reference to julia roberts']",http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1,287.0,English,USA,R,2013.0,412.0,6.5,2.35,43000,61175291,2.44701164,3.44701164,1.237507664378461,17.034386382832476,18.271894047210935,True,"['scam', 'miami', 'money', 'reference to julia roberts', 'punch into the camera', 'crime', 'american dream', 'bodybuilder', 'weightlifting', 'weight lifting', 'duringcreditsstinger']",True
2408,Paint Your Wagon,20000000,"['Drama', 'Action', 'Comedy', 'Western', 'Music']",20391,"['mining', 'prospector']",en,"A Michigan farmer and a prospector form a partnership in the California gold country. Their adventures include buying and sharing a wife, hijacking a stage, kidnapping six prostitutes, and turning their mining camp into a boom town. Along the way there is plenty of drinking, gambling, and singing. They even find time to do some creative gold mining.",7.9025360000000004,"['Paramount Pictures', 'Malpaso Productions', 'Alan Jay Lerner Productions']",['United States of America'],1969-10-15,31678778,158.0,"['English', 'Espa\\u00f1ol']",Stake Your Claim To The Musical Goldmine of '69!,Paint Your Wagon,6.2,63,Color,Joshua Logan,20.0,158.0,32.0,417.0,Lee Marvin,16000.0,Clint Eastwood,9352,17775,Ray Walston,3.0,"['california', 'farmer', 'gold', 'mining', 'prospector']",http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1,106.0,English,USA,PG-13,1969.0,756.0,6.7,2.35,0,11678778,0.5839389,1.5839389,0.4599147194159446,16.811242831518264,17.27115755093421,True,"['mining', 'california', 'prospector', 'gold', 'farmer']",True
2411,Pan,150000000,"['Adventure', 'Family', 'Fantasy']",266647,"['flying', 'magic', 'fairy tale', 'peter pan', 'mermaid', 'pirate', 'fantasy world']",en,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",48.03528,"['Warner Bros.', 'Moving Picture Company (MPC)', 'Berlanti Productions', 'RatPac-Dune Entertainment']",['United States of America'],2015-09-24,128388320,111.0,['English'],Every legend has a beginning.,Pan,5.9,954,Color,Joe Wright,256.0,111.0,456.0,394.0,Cara Delevingne,20000.0,Hugh Jackman,39956,21393,Nonso Anozie,4.0,"['1940s', 'child hero', 'fantasy world', 'orphan', 'reference to peter pan']",http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186.0,English,USA,PG,2015.0,548.0,5.8,2.35,24000,-21611680,-0.14407786666666667,0.8559221333333333,-0.1555758727101153,18.82614585206053,18.670569979350415,False,"['flying', 'magic', 'fairy tale', 'orphan', 'reference to peter pan', 'child hero', 'fantasy world', 'peter pan', '1940s', 'pirate', 'mermaid']",True
